25401|31883|31304|39462|31468|20359
27594|31883|8358|31304|14237|3595
33001|31883|444|4228|14443|1348
19583|34861|38396|31883|20359|38021
44391|16139|31568|1242|43436|35704
22381|21015|42553|34961|401|46120
81|265|262|24|2405|29
49|140|570|28179|373|212
11773|347|180|478|159|1190
10338|18228|1813|31883|31468|4243
7895|22422|199|29134|5576|373
49|11202|25401|515|262|605
478|6353|4970|199|31304|20359
33897|4810|17174|4790|20226|44114
14611|570|199|13848|20359|8800
199|3954|6672|9180|24182|8107
31468|672|12142|36466|28735|212
63|24|43283|2405|19842|38897
8964|22542|697|6672|12142|6988
377|6837|81|12142|5483|4123
180|1813|24568|33|4390|401
27741|5682|570|24692|1398|617
2705|35499|1922|2405|20359|36466
18167|11463|42602|1961|9516|6893
374|31702|39632|241|33|3113
50|2405|1922|2290|58|27
728|22|10926|33704|11202|199
10338|104|1813|27350|5317|24336
67|13719|24131|10338|25401|1813
1045|39329|104|1813|31883|33
140|23579|493|23531|199|1922
15817|44979|3485|104|498|33
75|7103|19708|5848|13930|33
3091|29559|412|297|11202|19745
222|4510|24693|5796|8964|31883
26995|10338|1328|104|1813|498
13021|1813|27350|31883|498|33
1275|32326|104|21360|262|36013
5219|374|10338|1966|498|5576
11504|22572|19711|1813|617|1655
16779|22833|5474|16440|262|6988
45013|18540|13848|262|37311|10083
59|1976|10338|1813|498|16804
5848|4970|31883|159|444|617
836|297|513|15949|444|16
18562|798|140|18167|81|265
4276|374|5224|10338|4526|4735
21549|3334|12924|32612|8800|33043
4123|12642|18775|4103|13848|251
104|1813|498|1314|128|12142
38830|5796|15825|11845|1669|11506
17856|22572|5219|13719|33|4243
836|4095|10338|104|31883|33
39632|104|4970|498|63|529
8147|6353|159|28179|20153|212
34579|16139|297|37839|22833|20960
10095|25060|22753|25976|22654|8523
18455|1813|22833|498|1314|159
117|23686|7633|4526|1813|33
12474|4|39632|25079|2814|13685
12474|28416|374|1900|3085|14611
370|39677|798|297|188|199
2213|3187|246|211|334|297
8904|1966|40615|14221|4243|40229
4526|22833|199|16|262|4735
343|5006|12978|14611|13848|1315
7269|155|183|18775|798|297
1367|4970|9466|6726|35324|13277
1879|7529|104|31883|5474|7411
22|39677|297|199|18085|58
297|140|604|81|199|2405
19708|22544|1976|4526|4970|16
297|749|199|16|262|27
18085|21015|17793|2405|18363|7411
18133|28549|798|81|556|16
1202|370|5014|798|297|16
31883|21360|16|20257|20153|4735
24693|39677|297|6353|444|617
10338|544|104|1171|1813|12142
297|11202|37046|8711|9065|199
39677|297|39329|4228|27647|976
21150|18241|22266|164|104|1314
25183|3903|30411|1202|140|5576
13679|10338|104|1813|498|128
10386|12797|20320|22833|5008|262
5014|7633|1879|22833|6240|2405
10338|239|104|1813|498|33
600|30824|297|25401|199|2405
13679|10338|10735|27350|514|24041
11832|4526|31883|33|128|4243
18133|798|16139|13529|199|63
10386|13719|16174|10338|104|1813
40591|40182|798|444|35156|153
20960|21140|22261|12142|34516|7411
36421|1327|12770|24459|26270|23450
297|749|841|20960|22583|28735
6035|43216|19579|36037|45605|44979
39632|10338|104|1813|498|24568
10940|325|2257|370|1202|262
1414|10338|1813|6988|27828|15451
5014|297|31883|159|4228|556
9886|13719|7937|31710|104|1813
124|1976|15653|16449|1813|12142
7305|14530|8206|5333|617|3080
93|749|676|63|12142|13277
6353|1813|13950|5474|6981|401
9348|8021|1045|412|7895|5576
580|39927|18775|31883|265|28735
32220|67|6215|39632|3297|10338
16201|75|67|16059|5668|19972
412|13021|104|1813|514|33
20834|2257|11202|37839|63|262
2257|18133|9195|297|27213|4970
6957|408|39632|23686|5152|1922
16068|3297|12985|25401|1813|13755
22833|31883|199|262|16804|5317
67|28281|3766|1171|22833|24568
1976|412|13021|23686|13679|13086
29464|22788|31883|444|153|10072
22572|75|102|10338|1813|498
3705|931|21862|2116|11683|13848
639|2257|370|297|262|24
546|37643|16863|12924|456|23882
93|600|183|334|199|265
20775|2423|5848|8842|26667|26000
3705|41179|10338|15761|7731|33043
16814|81|6981|63|262|24
12423|81|8358|17443|17021|25976
370|798|297|265|556|24
297|39329|749|28232|262|38021
22833|31883|20960|7305|26000|1922
8147|44979|39632|32021|27350|514
4497|30940|297|27213|10338|6557
370|5014|798|297|909|22833
5117|1067|24097|40588|12808|7126
3091|8112|117|15035|546|16
33695|15850|8147|25079|31491|25401
15421|5889|63|556|13848|10083
6215|8147|5848|297|1813|33
3170|2673|341|20106|486|27
41837|18775|16139|33350|135|31883
24568|5799|2405|12142|617|4735
798|297|199|265|16|27
10216|265|214|29177|12058|262
31955|199|265|42918|16|262
19708|40213|698|412|1813|498
222|10386|24693|18133|22833|28375
25398|22902|10083|8800|29676|45812
3091|12653|20067|44979|432|15451
22833|199|31883|3954|16|12142
22833|498|199|33|262|6988
6957|9636|24259|374|13021|13685
12836|31702|5014|7633|14530|12142
1667|7023|3297|10338|8935|27026
2474|67|31470|8711|104|5576
1202|43335|22833|3954|265|4735
104|1813|498|24568|529|17983
19708|3285|8147|34370|199|2354
30141|5796|7285|560|22753|15548
67|8103|4|24693|8147|20510
10338|513|1966|4970|12924|5317
28714|39677|642|297|5836|2405
104|14611|10180|6981|4798|4395
297|1966|14611|6604|4970|16
28859|2488|183|16|1922|4243
67|4276|1976|3485|104|4243
1966|427|16779|7895|16|1922
2817|210|594|2213|3187|22
628|27613|16|1922|4243|10839
32237|594|2213|2257|4735|28735
4447|21631|180|11864|4123|4276
490|6416|10766|8225|15548|11047
681|35943|27306|20226|22833|2814
10|587|1879|1813|33|16
67|44979|7511|1813|498|24568
1242|2213|639|25746|2257|212
6797|3266|412|10338|29585|514
145|855|2753|1976|7633|33
5648|3187|5229|28416|30234|12837
22572|67|412|1813|498|4735
1330|67|14321|18025|26995|514
22787|592|33|131|4243|2256
1242|4661|19574|19579|3028|4243
4123|40324|5930|22067|434|444
412|32054|27350|1813|19762|498
180|8103|19708|44979|8|33
31491|14178|5034|444|378|1922
12935|1181|1966|5510|104|6988
7756|22624|1190|13862|1976|44979
1686|15854|16468|22266|26611|19459
13060|15969|17888|16649|2211|40385
570|3187|15418|22|13550|2257
588|3749|67|3650|637|23686
28593|1604|9200|27503|20226|21674
855|1004|16174|13765|104|128
26000|1242|7117|3794|16059|16
768|5053|21720|12230|14769|9314
32653|29188|180|11988|67|1304
478|13773|22572|19579|1813|2405
4661|25798|2213|183|34101|9314
24569|7736|697|8103|5898|34902
3107|1242|3187|8103|43335|1314
