1622|3947|5874|661|1366|2461
6976|7717|185|9087|840|3826
789|2226|3765|3651|421|697
7964|6976|7532|8033|9405|6955
4346|49|2968|3158|4515|1583
6141|1622|2877|114|649|4985
2686|7999|9672|1556|114|7294
262|1828|4966|4482|2643|53
2314|8539|8034|6981|9604|840
96|165|2433|9|7272|840
1217|212|10693|3052|190|1790
150|6062|36|238|656|215
1308|8369|7832|167|7520|7523
4760|2244|1346|5953|9333|5895
38|10520|3286|8217|6851|6182
46|456|114|3553|789|840
9872|5142|866|1135|3969|6831
4748|5865|4115|8059|6166|8707
789|10697|4214|2318|977|840
456|1556|8217|114|165|789
573|1308|778|10522|5346|190
1203|4947|2065|9163|3054|16
4657|4296|5705|8690|5697|2108
369|3277|117|4529|9941|1375
1076|314|9747|4571|53|1778
1308|1050|7900|4814|10693|10486
5564|3903|1498|3274|6616|1464
8096|5004|9974|165|4482|5697
1747|8738|3592|571|5697|840
118|778|1050|789|5697|9
7|10242|4890|10076|789|6035
2990|5874|661|2433|1063|1453
5874|107|2987|3719|610|1583
1556|8217|5874|5953|8406|840
206|3553|9974|10724|5697|840
6264|3059|3803|5358|5998|3826
3812|2091|2912|6264|3803|4482
5667|5905|322|2492|683|2461
5616|5805|5830|4066|4744|4983
2098|5018|8406|3715|7539|6765
9346|6141|4748|1556|1656|5358
6974|25|3212|8611|8315|1953
7903|5855|697|1712|8214|2108
49|2974|9146|8217|8479|4444
1004|1022|71|5874|9974|6393
502|56|2037|4584|9|683
6264|5988|5465|5893|10862|7134
9360|83|10821|5309|5109|9516
302|2366|33|456|9974|4482
4645|49|4824|1022|2701|3553
7700|2446|8217|4043|100|610
7320|3591|420|229|4844|5406
5058|305|2148|789|1144|3263
46|3198|4115|3947|118|789
2968|2974|1605|3696|1659|3483
7930|165|789|9343|4482|840
5349|1556|339|9782|8032|5521
83|9574|49|8871|8617|5874
4401|5726|2612|122|6187|8888
259|7179|8280|4307|10612|190
8226|7376|4780|3121|4634|840
6430|2058|145|892|1357|9070
1921|990|8751|789|2071|4844
4304|1556|8217|5835|339|36
917|1666|2990|1451|9|1583
7922|7147|7683|8968|8395|6976
119|4969|778|13|10693|1022
5309|10572|8521|5874|6060|2569
2084|3553|2512|9533|1494|840
7400|114|6576|2763|7695|9110
8217|91|5874|7754|5733|840
405|456|1556|1239|610|1144
9355|319|2252|3851|789|840
2250|8710|49|7510|7517|4115
5154|10149|2712|234|187|632
4396|7531|38|7900|114|789
85|7832|3704|7827|6976|436
1712|7507|3949|8217|3715|9283
778|1775|456|9974|2298|721
6591|6203|3198|9172|8406|4482
100|9788|234|96|3592|840
